"ass_4be50ce4e5c4e";"usr_4b64af5545a03";"trm_4a3fd79d0a607";"T2";"trm_4a3fd79d0b83e";"concept-concept";"100";"inflection is a part of morphology";;"2010-05-08 00:04:04";"NADA";;"positive";"0"
"ass_4be50cf460607";"usr_4b64af5545a03";"trm_4a3fd79d0a607";"T2";"trm_4a3fd79d0b53c";"concept-concept";"100";"inflection is a part of word";;"2010-05-08 00:04:20";"NADA";;"positive";"0"
"ass_4be50d0d38f99";"usr_4b64af5545a03";"trm_4a3fd79d0a607";"T2";"trm_4a3fd79d0a769";"concept-concept";"100";"inflection is a part of language";;"2010-05-08 00:04:45";"NADA";;"positive";"0"
"ass_4be662b0cae30";"usr_4b64af5545a03";"trm_4a3fd79d0b518";"T2";"trm_4a3fd79d0a769";"concept-concept";"100";"vocabulary is a part of language";;"2010-05-09 00:22:24";"NADA";;"positive";"0"
"ass_4be662db87821";"usr_4b64af5545a03";"trm_4a3fd79d0b53c";"T2";"trm_4a3fd79d0b518";"concept-concept";"100";"word is a part of vocabulary";;"2010-05-09 00:23:07";"NADA";;"positive";"0"
"ass_4be6656a972bb";"usr_4b64af5545a03";"trm_4a3fd79d0b2b4";"T2";"trm_4a3fd79d0aeb6";"concept-concept";"50";"sublexical route is a part of reading";;"2010-05-09 00:34:02";"NADA";;"positive";"0"
"ass_4be6686568ef8";"usr_4b64af5545a03";"trm_4a3fd79d0b083";"T2";"trm_4a3fd79d0a769";"concept-concept";"100";"semantic memory is a part of language";;"2010-05-09 00:46:45";"NADA";;"positive";"0"
"ass_4be66871a3693";"usr_4b64af5545a03";"trm_4a3fd79d0b083";"T1";"trm_4a3fd79d0a891";"concept-concept";"100";"semantic memory is a kind of memory";;"2010-05-09 00:46:57";"NADA";;"positive";"1"
"ass_4be66894b137b";"usr_4b64af5545a03";"trm_4a3fd79d0b083";"T10";"trm_4a3fd79d0a1f4";"concept-concept";"100";"semantic memory is an exact synonym of episodic memory";;"2010-05-09 00:47:32";"exact";;"negative";"0"
"ass_4bf194c64409b";"usr_49a467bf4e0db";"trm_4a3fd79d0b5a7";"T1";"trm_4aae62e4ad209";"concept-concept";"100";"working memory is a kind of cognitive control";;"2010-05-17 12:11:02";"NADA";;"positive";"0"
"ass_4c3e046ca128e";"usr_49a467bf4e0db";"trm_4a3fd79d0ba0d";"T2";"trm_4a3fd79d0b5a7";"concept-concept";"100";"active maintenance is a part of working memory";;"2010-07-14 11:39:40";"NADA";;"positive";"0"
"ass_4c3e04e7e7ec6";"usr_49a467bf4e0db";"trm_4c3e04d656f06";"T2";"trm_4a3fd79d0b5a7";"concept-concept";"100";"interference resolution is a part of working memory";;"2010-07-14 11:41:43";"NADA";;"positive";"0"
"ass_4c3e059f1c90c";"usr_49a467bf4e0db";"trm_4c3e05903e4bb";"T2";"trm_4a3fd79d0b5a7";"concept-concept";"100";"updating is a part of working memory";;"2010-07-14 11:44:47";"NADA";;"positive";"0"
"ass_4c40d1ec945a1";"usr_49a467bf4e0db";"trm_4c40d1d16071e";"T10";"tsk_4a57abb949d69";"task-task";"100";"listening span task is a broader synonym of Salthouse and Babcock Listening Span task ";;"2010-07-16 14:41:00";"broader";;"positive";"0"
"ass_4c40d239bfc80";"usr_49a467bf4e0db";"trm_4c40d22c8a69d";"T10";"trm_4b4a537644d76";"task-task";"100";"CPT is an exact synonym of Continuous Performance Task";;"2010-07-16 14:42:17";"exact";;"positive";"0"
"ass_4da4b23a5996a";"usr_49a467bf4e0db";"trm_4da4b203ad5ae";"T15";"tsk_4a57abb949e1a";"task-task";"100";"selective stop signal task is descended from stop signal task";;"2011-04-12 13:12:42";"NADA";;"positive";"1"
"ass_4dadbe3928370";"usr_4cf5de07654c8";"trm_4dadbe225bdf1";"T15";"trm_4dadbdd0b2b8c";"task-task";"100";"spatial delayed response task is descended from delayed response task";;"2011-04-19 09:54:17";"NADA";;"positive";"1"
"ass_4daddb17d8bf3";"usr_4cf5de07654c8";"trm_4dadbfd771a54";"T15";"tsk_4a57abb949e27";"task-task";"100";"Picture-word Stroop task is descended from Stroop task";;"2011-04-19 11:57:27";"NADA";;"positive";"1"
"ass_4de569da77399";"usr_4de5345b3b6a8";"tsk_4a57abb94989b";"T10";"tsk_4a57abb949f12";"task-task";"100";"Backward digit span task is related to Wechsler Adult Intelligence Scale - Revised";;"2011-05-31 15:21:14";"related";;"positive";"1"
"ass_4de56ffa1eac2";"usr_4de5345b3b6a8";"trm_4a3fd79d0a252";"T16";"tsk_4a57abb949a0d";"concept-task";"70";"executive function is measured by the contrast of backward trials in the Digit span task";;"2011-05-31 15:47:22";"NADA";"cnt_4de56f7a17762";"positive";"1"
"ass_4de5703114ecd";"usr_4de5345b3b6a8";"trm_4a3fd79d0ac9e";"T16";"tsk_4a57abb949a0d";"concept-task";"100";"phonological working memory is measured by the contrast of forward trials in the Digit span task";;"2011-05-31 15:48:17";"NADA";"cnt_4de56f49c2858";"positive";"1"
"ass_4de570b290d6b";"usr_4de5345b3b6a8";"tsk_4a57abb94989b";"T15";"tsk_4a57abb949a0d";"task-task";"100";"Backward digit span task is descended from Digit span task";;"2011-05-31 15:50:26";"NADA";;"positive";"1"
"ass_4de570d1f0298";"usr_4de5345b3b6a8";"tsk_4a57abb94989b";"T10";"tsk_4a57abb949a85";"task-task";"100";"Backward digit span task is an exact synonym of Forward digit span task";;"2011-05-31 15:50:57";"exact";;"negative";"1"
"ass_4de575e576f23";"usr_4de5345b3b6a8";"tsk_4a57abb949a85";"T15";"tsk_4a57abb949a0d";"task-task";"100";"Forward digit span task is descended from Digit span task";;"2011-05-31 16:12:37";"NADA";;"positive";"1"
"ass_4de57954300b6";"usr_4de5345b3b6a8";"trm_4a3fd79d0b64e";"T16";"trm_4d559bcd67c18";"concept-task";"70";"risk seeking is measured by the contrast of negative feedback trials in the Balloon Analogue Risk Task (BART)";;"2011-05-31 16:27:16";"NADA";"cnt_4de5788dbc6ec";"positive";"1"
"ass_4de57b75a33ff";"usr_4de5345b3b6a8";"trm_4d54b8361e93e";"T10";"trm_4d55a2bbcfdff";"task-task";"100";"Behavioral Investment allocation strategy (BIAS) is a narrower synonym of Choice task between risky and non-risky options";;"2011-05-31 16:36:21";"narrower";;"positive";"1"
"ass_4de5807d303d6";"usr_4de5345b3b6a8";"trm_4a3fd79d0a252";"T16";"tsk_4a57abb9498ab";"concept-task";"50";"executive function is measured by the contrast of Negativity Scale trials in the Behavioral Rating Inventory of Executive Function";;"2011-05-31 16:57:49";"NADA";"cnt_4de57f6d43cfd";"positive";"1"
"ass_4de5807d309dc";"usr_4de5345b3b6a8";"trm_4a3fd79d0a252";"T16";"tsk_4a57abb9498ab";"concept-task";"50";"executive function is measured by the contrast of Inconsistency Scale trials in the Behavioral Rating Inventory of Executive Function";;"2011-05-31 16:57:49";"NADA";"cnt_4de57f7db9e97";"positive";"1"
"ass_4de67b370bee8";"usr_4de5345b3b6a8";"trm_4a3fd79d0a533";"T16";"tsk_4a57abb9498ce";"concept-task";"70";"implicit memory is measured by the contrast of object decision trials in the Birmingham Object Recognition Battery";;"2011-06-01 10:47:35";"NADA";"cnt_4de6758abdfa5";"positive";"1"
"ass_4de67c01a4101";"usr_4de5345b3b6a8";"trm_4a3fd79d0b4b5";"T16";"tsk_4a57abb9498ce";"concept-task";"70";"visual perception is measured by the contrast of copying test trials in the Birmingham Object Recognition Battery";;"2011-06-01 10:50:57";"NADA";"cnt_4de6716415d2d";"positive";"1"
"ass_4de67c01a4683";"usr_4de5345b3b6a8";"trm_4a3fd79d0b4b5";"T16";"tsk_4a57abb9498ce";"concept-task";"70";"visual perception is measured by the contrast of overlapping figures test trials in the Birmingham Object Recognition Battery";;"2011-06-01 10:50:57";"NADA";"cnt_4de674d6a85e6";"positive";"1"
"ass_4de67c52b80cb";"usr_4de5345b3b6a8";"trm_4a3fd79d0b4a9";"T16";"tsk_4a57abb9498ce";"concept-task";"100";"visual object recognition is measured by the contrast of picture naming trials in the Birmingham Object Recognition Battery";;"2011-06-01 10:52:18";"NADA";"cnt_4de678e027440";"positive";"1"
"ass_4de67ccbd2da5";"usr_4de5345b3b6a8";"trm_4a3fd79d0a398";"T16";"tsk_4a57abb9498ce";"concept-task";"70";"form perception is measured by the contrast of size match trials in the Birmingham Object Recognition Battery";;"2011-06-01 10:54:19";"NADA";"cnt_4de671af5aeb3";"positive";"1"
"ass_4de67ccbd32d5";"usr_4de5345b3b6a8";"trm_4a3fd79d0a398";"T16";"tsk_4a57abb9498ce";"concept-task";"70";"form perception is measured by the contrast of length match trials in the Birmingham Object Recognition Battery";;"2011-06-01 10:54:19";"NADA";"cnt_4de671d131ff9";"positive";"1"
"ass_4de67ccbd3729";"usr_4de5345b3b6a8";"trm_4a3fd79d0a398";"T16";"tsk_4a57abb9498ce";"concept-task";"70";"form perception is measured by the contrast of orientation match trials in the Birmingham Object Recognition Battery";;"2011-06-01 10:54:19";"NADA";"cnt_4de671e75974e";"positive";"1"
"ass_4de67ccbd3b7c";"usr_4de5345b3b6a8";"trm_4a3fd79d0a398";"T16";"tsk_4a57abb9498ce";"concept-task";"70";"form perception is measured by the contrast of position gap match trials in the Birmingham Object Recognition Battery";;"2011-06-01 10:54:19";"NADA";"cnt_4de6722368730";"positive";"1"
"ass_4de67ccbd3f2e";"usr_4de5345b3b6a8";"trm_4a3fd79d0a398";"T16";"tsk_4a57abb9498ce";"concept-task";"70";"form perception is measured by the contrast of overlapping figures test trials in the Birmingham Object Recognition Battery";;"2011-06-01 10:54:19";"NADA";"cnt_4de674d6a85e6";"positive";"1"
"ass_4de67ccbd4371";"usr_4de5345b3b6a8";"trm_4a3fd79d0a398";"T16";"tsk_4a57abb9498ce";"concept-task";"70";"form perception is measured by the contrast of minimal feature match trials in the Birmingham Object Recognition Battery";;"2011-06-01 10:54:19";"NADA";"cnt_4de677aa1e1bb";"positive";"1"
"ass_4de67ccbd47b9";"usr_4de5345b3b6a8";"trm_4a3fd79d0a398";"T16";"tsk_4a57abb9498ce";"concept-task";"70";"form perception is measured by the contrast of foreshortened match trials in the Birmingham Object Recognition Battery";;"2011-06-01 10:54:19";"NADA";"cnt_4de67800c904a";"positive";"1"
"ass_4de67f2c5351c";"usr_4de5345b3b6a8";"trm_4b7497a289534";"T15";"tsk_4a57abb949f12";"task-task";"100";"Block Design Test is descended from Wechsler Adult Intelligence Scale - Revised";;"2011-06-01 11:04:28";"NADA";;"positive";"1"
"ass_4de687ec38861";"usr_4de5345b3b6a8";"tsk_4a57abb9498df";"T15";"trm_4da881dace79c";"task-task";"100";"Block Tapping Test is descended from Corsi Blocks";;"2011-06-01 11:41:48";"NADA";;"positive";"1"
"ass_4de689faf3493";"usr_4de5345b3b6a8";"trm_4a3fd79d0b4d8";"T16";"tsk_4a57abb9498df";"concept-task";"70";"visual working memory is measured by the contrast of percent correct (number of correct sequences/number of total sequences) trials in the Block Tapping Test";;"2011-06-01 11:50:34";"NADA";"cnt_4de6875390f37";"positive";"1"
"ass_4de68a0fdff68";"usr_4de5345b3b6a8";"trm_4a3fd79d0b4d8";"T1";"trm_4a3fd79d0b49e";"concept-concept";"100";"visual working memory is a kind of visual memory";;"2011-06-01 11:50:55";"NADA";;"positive";"1"
"ass_4de68d337fff9";"usr_4de5345b3b6a8";"trm_4a3fd79d0a7e0";"T16";"tsk_4a57abb9498ef";"concept-task";"100";"lexical retrieval is measured by the contrast of percent correct (number of correct responses/number of total pictures) trials in the Boston Naming Test";;"2011-06-01 12:04:19";"NADA";"cnt_4de68ca153c38";"positive";"1"
"ass_4de68d4f64e6f";"usr_4de5345b3b6a8";"trm_4a3fd79d0b80f";"T16";"tsk_4a57abb9498ef";"concept-task";"70";"lexical access is measured by the contrast of percent correct (number of correct responses/number of total pictures) trials in the Boston Naming Test";;"2011-06-01 12:04:47";"NADA";"cnt_4de68ca153c38";"positive";"1"
"ass_4de6a3dd42e73";"usr_4de5345b3b6a8";"trm_4a3fd79d09cae";"T16";"tsk_4a57abb949900";"concept-task";"50";"chunking is measured by the contrast of immediate recall trials in the California Verbal Learning Test-II";;"2011-06-01 13:41:01";"NADA";"cnt_4de6a278a7dd5";"positive";"1"
"ass_4de6a3dd43bd8";"usr_4de5345b3b6a8";"trm_4a3fd79d09cae";"T16";"tsk_4a57abb949900";"concept-task";"50";"chunking is measured by the contrast of long recall trials in the California Verbal Learning Test-II";;"2011-06-01 13:41:01";"NADA";"cnt_4de6a2f38a5ed";"positive";"1"
"ass_4de6a4309095b";"usr_4de5345b3b6a8";"trm_4a3fd79d0ba01";"T16";"tsk_4a57abb949900";"concept-task";"100";"memory retrieval is measured by the contrast of immediate recall trials in the California Verbal Learning Test-II";;"2011-06-01 13:42:24";"NADA";"cnt_4de6a278a7dd5";"positive";"1"
"ass_4de6a43090ee0";"usr_4de5345b3b6a8";"trm_4a3fd79d0ba01";"T16";"tsk_4a57abb949900";"concept-task";"100";"memory retrieval is measured by the contrast of interference trials in the California Verbal Learning Test-II";;"2011-06-01 13:42:24";"NADA";"cnt_4de6a2be90526";"positive";"1"
"ass_4de6a430912c8";"usr_4de5345b3b6a8";"trm_4a3fd79d0ba01";"T16";"tsk_4a57abb949900";"concept-task";"100";"memory retrieval is measured by the contrast of long recall trials in the California Verbal Learning Test-II";;"2011-06-01 13:42:24";"NADA";"cnt_4de6a2f38a5ed";"positive";"1"
"ass_4de6a4309171f";"usr_4de5345b3b6a8";"trm_4a3fd79d0ba01";"T16";"tsk_4a57abb949900";"concept-task";"100";"memory retrieval is measured by the contrast of recognition trial trials in the California Verbal Learning Test-II";;"2011-06-01 13:42:24";"NADA";"cnt_4de6a334313b1";"positive";"1"
"ass_4de6a4670c0fb";"usr_4de5345b3b6a8";"trm_4a3fd79d0afab";"T16";"tsk_4a57abb949900";"concept-task";"100";"retroactive interference is measured by the contrast of interference trials in the California Verbal Learning Test-II";;"2011-06-01 13:43:19";"NADA";"cnt_4de6a2be90526";"positive";"1"
